"Name","Location","Type","Data Type","Namespace","Source","Reference Count","Offcut Ref Count"
"FUN_005f35e0","005f35e0","Function","undefined","Global","Default","148","0"
"FUN_005f38c0","005f38c0","Function","undefined","Global","Default","7","0"
"FUN_005f38f0","005f38f0","Function","undefined","Global","Default","4","0"
"FUN_005f3950","005f3950","Function","undefined","Global","Default","26","0"
"thunk_FUN_005f3950","005f39e0","Thunk Function","undefined","Global","Default","3","0"
"FUN_005f3c80","005f3c80","Function","undefined4 *","Global","Default","2","0"
"FUN_005f3d60","005f3d60","Function","undefined","Global","Default","1","0"
"FUN_005f45c0","005f45c0","Function","undefined","Global","Default","0","0"
"FUN_005f4b90","005f4b90","Function","undefined","Global","Default","3","0"
"FUN_005f4f00","005f4f00","Function","undefined","Global","Default","1","0"
"FUN_005f4ff0","005f4ff0","Function","uint","Global","Default","6","0"
"FUN_005f5380","005f5380","Function","undefined","Global","Default","1","0"
"FUN_005f56d0","005f56d0","Function","undefined","Global","Default","1","0"
"FUN_005f5830","005f5830","Function","undefined","Global","Default","1","0"
"FUN_005f5ce0","005f5ce0","Function","int","Global","Default","1","0"
"FUN_005f5d90","005f5d90","Function","int","Global","Default","1","0"
"FUN_005f5e30","005f5e30","Function","undefined","Global","Default","1","0"
"FUN_005f5ee0","005f5ee0","Function","undefined","Global","Default","1","0"
"FUN_005f6420","005f6420","Function","int *","Global","Default","1","0"
"FUN_005f6470","005f6470","Function","undefined","Global","Default","1","0"
"FUN_005f69c0","005f69c0","Function","float10","Global","Default","2","0"
"FUN_005f6ab0","005f6ab0","Function","undefined","Global","Default","1","0"
"FUN_005f7420","005f7420","Function","int","Global","Default","2","0"
"FUN_005f7490","005f7490","Function","undefined","Global","Default","31","0"
"FUN_005f74a0","005f74a0","Function","undefined","Global","Default","8","0"
"FUN_005f75a0","005f75a0","Function","undefined","Global","Default","1","0"
"FUN_005f7610","005f7610","Function","undefined","Global","Default","1","0"
"FUN_005f7700","005f7700","Function","undefined","Global","Default","0","0"
"FUN_005f77d0","005f77d0","Function","undefined","Global","Default","7","0"
"FUN_005f7980","005f7980","Function","undefined4","Global","Default","2","0"
"switchD","005f7988","Instruction Label","","switchD_005f7988","Analysis","0","0"
"caseD_2","005f798f","Instruction Label","","switchD_005f7988","Analysis","2","0"
"caseD_1","005f7995","Instruction Label","","switchD_005f7988","Analysis","2","0"
"caseD_4","005f799b","Instruction Label","","switchD_005f7988","Analysis","2","0"
"caseD_5","005f79a1","Instruction Label","","switchD_005f7988","Analysis","2","0"
"caseD_a","005f79a7","Instruction Label","","switchD_005f7988","Analysis","2","0"
"caseD_3","005f79ad","Instruction Label","","switchD_005f7988","Analysis","7","0"
"caseD_6","005f79ad","Instruction Label","","switchD_005f7988","Analysis","0","0"
"caseD_7","005f79ad","Instruction Label","","switchD_005f7988","Analysis","0","0"
"caseD_8","005f79ad","Instruction Label","","switchD_005f7988","Analysis","0","0"
"caseD_9","005f79ad","Instruction Label","","switchD_005f7988","Analysis","0","0"
"switchdataD_005f79b4","005f79b4","Data Label","pointer","switchD_005f7988","Analysis","1","0"
"FUN_005f79e0","005f79e0","Function","undefined4","Global","Default","2","0"
"switchD","005f79ef","Instruction Label","","switchD_005f79ef","Analysis","0","0"
"caseD_15","005f79f6","Instruction Label","","switchD_005f79ef","Analysis","2","0"
"caseD_16","005f79f6","Instruction Label","","switchD_005f79ef","Analysis","0","0"
"caseD_4b","005f79fc","Instruction Label","","switchD_005f79ef","Analysis","2","0"
"caseD_53","005f7a02","Instruction Label","","switchD_005f79ef","Analysis","2","0"
"caseD_17","005f7a08","Instruction Label","","switchD_005f79ef","Analysis","3","0"
"caseD_18","005f7a08","Instruction Label","","switchD_005f79ef","Analysis","0","0"
"caseD_19","005f7a08","Instruction Label","","switchD_005f79ef","Analysis","0","0"
"caseD_1a","005f7a08","Instruction Label","","switchD_005f79ef","Analysis","0","0"
"caseD_1b","005f7a08","Instruction Label","","switchD_005f79ef","Analysis","0","0"
"caseD_1c","005f7a08","Instruction Label","","switchD_005f79ef","Analysis","0","0"
"caseD_1d","005f7a08","Instruction Label","","switchD_005f79ef","Analysis","0","0"
"caseD_1e","005f7a08","Instruction Label","","switchD_005f79ef","Analysis","0","0"
"caseD_1f","005f7a08","Instruction Label","","switchD_005f79ef","Analysis","0","0"
"caseD_20","005f7a08","Instruction Label","","switchD_005f79ef","Analysis","0","0"
"caseD_21","005f7a08","Instruction Label","","switchD_005f79ef","Analysis","0","0"
"caseD_22","005f7a08","Instruction Label","","switchD_005f79ef","Analysis","0","0"
"caseD_23","005f7a08","Instruction Label","","switchD_005f79ef","Analysis","0","0"
"caseD_24","005f7a08","Instruction Label","","switchD_005f79ef","Analysis","0","0"
"caseD_25","005f7a08","Instruction Label","","switchD_005f79ef","Analysis","0","0"
"caseD_26","005f7a08","Instruction Label","","switchD_005f79ef","Analysis","0","0"
"caseD_27","005f7a08","Instruction Label","","switchD_005f79ef","Analysis","0","0"
"caseD_28","005f7a08","Instruction Label","","switchD_005f79ef","Analysis","0","0"
"caseD_29","005f7a08","Instruction Label","","switchD_005f79ef","Analysis","0","0"
"caseD_2a","005f7a08","Instruction Label","","switchD_005f79ef","Analysis","0","0"
"caseD_2b","005f7a08","Instruction Label","","switchD_005f79ef","Analysis","0","0"
"caseD_2c","005f7a08","Instruction Label","","switchD_005f79ef","Analysis","0","0"
"caseD_2d","005f7a08","Instruction Label","","switchD_005f79ef","Analysis","0","0"
"caseD_2e","005f7a08","Instruction Label","","switchD_005f79ef","Analysis","0","0"
"caseD_2f","005f7a08","Instruction Label","","switchD_005f79ef","Analysis","0","0"
"caseD_30","005f7a08","Instruction Label","","switchD_005f79ef","Analysis","0","0"
"caseD_31","005f7a08","Instruction Label","","switchD_005f79ef","Analysis","0","0"
"caseD_32","005f7a08","Instruction Label","","switchD_005f79ef","Analysis","0","0"
"caseD_33","005f7a08","Instruction Label","","switchD_005f79ef","Analysis","0","0"
"caseD_34","005f7a08","Instruction Label","","switchD_005f79ef","Analysis","0","0"
"caseD_35","005f7a08","Instruction Label","","switchD_005f79ef","Analysis","0","0"
"caseD_36","005f7a08","Instruction Label","","switchD_005f79ef","Analysis","0","0"
"caseD_37","005f7a08","Instruction Label","","switchD_005f79ef","Analysis","0","0"
"caseD_38","005f7a08","Instruction Label","","switchD_005f79ef","Analysis","0","0"
"caseD_39","005f7a08","Instruction Label","","switchD_005f79ef","Analysis","0","0"
"caseD_3a","005f7a08","Instruction Label","","switchD_005f79ef","Analysis","0","0"
"caseD_3b","005f7a08","Instruction Label","","switchD_005f79ef","Analysis","0","0"
"caseD_3c","005f7a08","Instruction Label","","switchD_005f79ef","Analysis","0","0"
"caseD_3d","005f7a08","Instruction Label","","switchD_005f79ef","Analysis","0","0"
"caseD_3e","005f7a08","Instruction Label","","switchD_005f79ef","Analysis","0","0"
"caseD_3f","005f7a08","Instruction Label","","switchD_005f79ef","Analysis","0","0"
"caseD_40","005f7a08","Instruction Label","","switchD_005f79ef","Analysis","0","0"
"caseD_41","005f7a08","Instruction Label","","switchD_005f79ef","Analysis","0","0"
"caseD_42","005f7a08","Instruction Label","","switchD_005f79ef","Analysis","0","0"
"caseD_43","005f7a08","Instruction Label","","switchD_005f79ef","Analysis","0","0"
"caseD_44","005f7a08","Instruction Label","","switchD_005f79ef","Analysis","0","0"
"caseD_45","005f7a08","Instruction Label","","switchD_005f79ef","Analysis","0","0"
"caseD_46","005f7a08","Instruction Label","","switchD_005f79ef","Analysis","0","0"
"caseD_47","005f7a08","Instruction Label","","switchD_005f79ef","Analysis","0","0"
"caseD_48","005f7a08","Instruction Label","","switchD_005f79ef","Analysis","0","0"
"caseD_49","005f7a08","Instruction Label","","switchD_005f79ef","Analysis","0","0"
"caseD_4a","005f7a08","Instruction Label","","switchD_005f79ef","Analysis","0","0"
"caseD_4c","005f7a08","Instruction Label","","switchD_005f79ef","Analysis","0","0"
"caseD_4d","005f7a08","Instruction Label","","switchD_005f79ef","Analysis","0","0"
"caseD_4e","005f7a08","Instruction Label","","switchD_005f79ef","Analysis","0","0"
"caseD_4f","005f7a08","Instruction Label","","switchD_005f79ef","Analysis","0","0"
"caseD_50","005f7a08","Instruction Label","","switchD_005f79ef","Analysis","0","0"
"caseD_51","005f7a08","Instruction Label","","switchD_005f79ef","Analysis","0","0"
"caseD_52","005f7a08","Instruction Label","","switchD_005f79ef","Analysis","0","0"
"switchdataD_005f7a0c","005f7a0c","Data Label","pointer","switchD_005f79ef","Analysis","1","0"
"switchdataD_005f7a1c","005f7a1c","Data Label","byte","switchD_005f79ef","Analysis","1","0"
"FUN_005f7a90","005f7a90","Function","undefined","Global","Default","2","0"
"FUN_005f7aa0","005f7aa0","Function","undefined4","Global","Default","2","0"
"FUN_005f7b40","005f7b40","Function","undefined","Global","Default","17","0"
"FUN_005f7c40","005f7c40","Function","undefined2","Global","Default","9","0"
"FUN_005f7c50","005f7c50","Function","undefined2","Global","Default","9","0"
"FUN_005f7c60","005f7c60","Function","undefined","Global","Default","10","0"
"FUN_005f7c90","005f7c90","Function","undefined2","Global","Default","2","0"
"FUN_005f7cc0","005f7cc0","Function","undefined","Global","Default","11","0"
"FUN_005f7cf0","005f7cf0","Function","undefined","Global","Default","1","0"
"FUN_005f7d00","005f7d00","Function","undefined","Global","Default","28","0"
"switchD","005f7d09","Instruction Label","","switchD_005f7d09","Analysis","0","0"
"caseD_0","005f7d10","Instruction Label","","switchD_005f7d09","Analysis","2","0"
"caseD_1","005f7d14","Instruction Label","","switchD_005f7d09","Analysis","2","0"
"caseD_2","005f7d1b","Instruction Label","","switchD_005f7d09","Analysis","2","0"
"caseD_3","005f7d22","Instruction Label","","switchD_005f7d09","Analysis","2","0"
"default","005f7d29","Instruction Label","","switchD_005f7d09","Analysis","1","0"
"switchD","005f7d4a","Instruction Label","","switchD_005f7d4a","Analysis","0","0"
"caseD_0","005f7d51","Instruction Label","","switchD_005f7d4a","Analysis","2","0"
"caseD_1","005f7d55","Instruction Label","","switchD_005f7d4a","Analysis","2","0"
"caseD_2","005f7d5c","Instruction Label","","switchD_005f7d4a","Analysis","2","0"
"caseD_3","005f7d63","Instruction Label","","switchD_005f7d4a","Analysis","2","0"
"default","005f7d6a","Instruction Label","","switchD_005f7d4a","Analysis","1","0"
"switchD","005f7d85","Instruction Label","","switchD_005f7d85","Analysis","0","0"
"caseD_0","005f7d8c","Instruction Label","","switchD_005f7d85","Analysis","2","0"
"caseD_1","005f7d9f","Instruction Label","","switchD_005f7d85","Analysis","2","0"
"caseD_2","005f7db5","Instruction Label","","switchD_005f7d85","Analysis","2","0"
"caseD_3","005f7dcb","Instruction Label","","switchD_005f7d85","Analysis","2","0"
"default","005f7de1","Instruction Label","","switchD_005f7d85","Analysis","1","0"
"switchdataD_005f7df8","005f7df8","Data Label","pointer","switchD_005f7d09","Analysis","1","0"
"switchdataD_005f7e08","005f7e08","Data Label","pointer","switchD_005f7d4a","Analysis","1","0"
"switchdataD_005f7e18","005f7e18","Data Label","pointer","switchD_005f7d85","Analysis","1","0"
"FUN_005f7ed0","005f7ed0","Function","undefined","Global","Default","19","0"
"switchD","005f7ed9","Instruction Label","","switchD_005f7ed9","Analysis","0","0"
"caseD_0","005f7ee0","Instruction Label","","switchD_005f7ed9","Analysis","2","0"
"caseD_1","005f7ee7","Instruction Label","","switchD_005f7ed9","Analysis","2","0"
"caseD_2","005f7eee","Instruction Label","","switchD_005f7ed9","Analysis","2","0"
"caseD_3","005f7ef5","Instruction Label","","switchD_005f7ed9","Analysis","2","0"
"default","005f7efc","Instruction Label","","switchD_005f7ed9","Analysis","1","0"
"switchD","005f7f1d","Instruction Label","","switchD_005f7f1d","Analysis","0","0"
"caseD_0","005f7f24","Instruction Label","","switchD_005f7f1d","Analysis","2","0"
"caseD_1","005f7f39","Instruction Label","","switchD_005f7f1d","Analysis","2","0"
"caseD_2","005f7f4e","Instruction Label","","switchD_005f7f1d","Analysis","2","0"
"caseD_3","005f7f63","Instruction Label","","switchD_005f7f1d","Analysis","2","0"
"default","005f7f78","Instruction Label","","switchD_005f7f1d","Analysis","1","0"
"switchdataD_005f7f8c","005f7f8c","Data Label","pointer","switchD_005f7ed9","Analysis","1","0"
"switchdataD_005f7f9c","005f7f9c","Data Label","pointer","switchD_005f7f1d","Analysis","1","0"
"switchD","005f7ffd","Instruction Label","","switchD_005f7ffd","Analysis","0","0"
"caseD_0","005f8004","Instruction Label","","switchD_005f7ffd","Analysis","2","0"
"caseD_1","005f800b","Instruction Label","","switchD_005f7ffd","Analysis","2","0"
"caseD_2","005f8012","Instruction Label","","switchD_005f7ffd","Analysis","2","0"
"caseD_3","005f8019","Instruction Label","","switchD_005f7ffd","Analysis","2","0"
"default","005f8020","Instruction Label","","switchD_005f7ffd","Analysis","1","0"
"switchD","005f803b","Instruction Label","","switchD_005f803b","Analysis","0","0"
"caseD_0","005f8042","Instruction Label","","switchD_005f803b","Analysis","2","0"
"caseD_1","005f8058","Instruction Label","","switchD_005f803b","Analysis","2","0"
"caseD_2","005f806e","Instruction Label","","switchD_005f803b","Analysis","2","0"
"caseD_3","005f8084","Instruction Label","","switchD_005f803b","Analysis","2","0"
"default","005f809a","Instruction Label","","switchD_005f803b","Analysis","1","0"
"switchdataD_005f80c0","005f80c0","Data Label","undefined *","switchD_005f7ffd","Analysis","1","0"
"switchdataD_005f80d0","005f80d0","Data Label","undefined *","switchD_005f803b","Analysis","1","0"
"FUN_005f8110","005f8110","Function","undefined","Global","Default","1","0"
"FUN_005f81f0","005f81f0","Function","undefined","Global","Default","6","0"
"FUN_005f83a0","005f83a0","Function","undefined","Global","Default","0","0"
"FUN_005f8460","005f8460","Function","int","Global","Default","60","0"
"FUN_005f8470","005f8470","Function","undefined","Global","Default","7","0"
"FUN_005f8550","005f8550","Function","undefined","Global","Default","34","0"
"_PCEffectTexReleaseVideoResources","005f85a0","Function","undefined","Global","User Defined","1","0"
"FUN_005f8670","005f8670","Function","undefined","Global","Default","1","0"
"FUN_005f8930","005f8930","Function","undefined","Global","Default","3","0"
"switchD","005f893a","Instruction Label","","switchD_005f893a","Analysis","0","0"
"caseD_0","005f8941","Instruction Label","","switchD_005f893a","Analysis","2","0"
